municipio_norm,uf,municipio_ibge,codigo_ibge,regiao_intermediaria,regiao_imediata,mesorregiao
MONTEIROPOLIS,AL,Monteirópolis,2705408,Arapiraca,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,Sertão Alagoano
MURICI,AL,Murici,2705507,Maceió,União dos Palmares,Leste Alagoano
NOVO LINO,AL,Novo Lino,2705606,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
OLHO DAGUA DAS FLORES,AL,Olho d'Água das Flores,2705705,Arapiraca,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,Sertão Alagoano
OLHO DAGUA DO CASADO,AL,Olho d'Água do Casado,2705804,Arapiraca,Delmiro Gouveia,Sertão Alagoano
OLHO DAGUA GRANDE,AL,Olho d'Água Grande,2705903,Arapiraca,Arapiraca,Agreste Alagoano
OLIVENCA,AL,Olivença,2706000,Arapiraca,Santana do Ipanema,Sertão Alagoano
OURO BRANCO,AL,Ouro Branco,2706109,Arapiraca,Santana do Ipanema,Sertão Alagoano
PALESTINA,AL,Palestina,2706208,Arapiraca,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,Sertão Alagoano
PALMEIRA DOS INDIOS,AL,Palmeira dos Índios,2706307,Arapiraca,Palmeira dos Índios,Agreste Alagoano
PAO DE ACUCAR,AL,Pão de Açúcar,2706406,Arapiraca,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,Sertão Alagoano
PARICONHA,AL,Pariconha,2706422,Arapiraca,Delmiro Gouveia,Sertão Alagoano
PARIPUEIRA,AL,Paripueira,2706448,Maceió,Maceió,Leste Alagoano
PASSO DE CAMARAGIBE,AL,Passo de Camaragibe,2706505,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
PAULO JACINTO,AL,Paulo Jacinto,2706604,Arapiraca,Palmeira dos Índios,Agreste Alagoano
PENEDO,AL,Penedo,2706703,Maceió,Penedo,Leste Alagoano
PIACABUCU,AL,Piaçabuçu,2706802,Maceió,Penedo,Leste Alagoano
PILAR,AL,Pilar,2706901,Maceió,Maceió,Leste Alagoano
PINDOBA,AL,Pindoba,2707008,Maceió,Atalaia,Leste Alagoano
PIRANHAS,AL,Piranhas,2707107,Arapiraca,Delmiro Gouveia,Sertão Alagoano
POCO DAS TRINCHEIRAS,AL,Poço das Trincheiras,2707206,Arapiraca,Santana do Ipanema,Sertão Alagoano
PORTO CALVO,AL,Porto Calvo,2707305,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
PORTO DE PEDRAS,AL,Porto de Pedras,2707404,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
PORTO REAL DO COLEGIO,AL,Porto Real do Colégio,2707503,Maceió,Penedo,Leste Alagoano
QUEBRANGULO,AL,Quebrangulo,2707602,Arapiraca,Palmeira dos Índios,Agreste Alagoano
RIO LARGO,AL,Rio Largo,2707701,Maceió,Maceió,Leste Alagoano
ROTEIRO,AL,Roteiro,2707800,Maceió,São Miguel dos Campos,Leste Alagoano
SANTA LUZIA DO NORTE,AL,Santa Luzia do Norte,2707909,Maceió,Maceió,Leste Alagoano
SANTANA DO IPANEMA,AL,Santana do Ipanema,2708006,Arapiraca,Santana do Ipanema,Sertão Alagoano
SANTANA DO MUNDAU,AL,Santana do Mundaú,2708105,Maceió,União dos Palmares,Leste Alagoano
SAO BRAS,AL,São Brás,2708204,Maceió,Penedo,Agreste Alagoano
SAO JOSE DA LAJE,AL,São José da Laje,2708303,Maceió,União dos Palmares,Leste Alagoano
SAO JOSE DA TAPERA,AL,São José da Tapera,2708402,Arapiraca,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,Sertão Alagoano
SAO LUIS DO QUITUNDE,AL,São Luís do Quitunde,2708501,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
SAO MIGUEL DOS CAMPOS,AL,São Miguel dos Campos,2708600,Maceió,São Miguel dos Campos,Leste Alagoano
SAO MIGUEL DOS MILAGRES,AL,São Miguel dos Milagres,2708709,Maceió,Porto Calvo - São Luís do Quitunde,Leste Alagoano
SAO SEBASTIAO,AL,São Sebastião,2708808,Arapiraca,Arapiraca,Agreste Alagoano
SATUBA,AL,Satuba,2708907,Maceió,Maceió,Leste Alagoano
SENADOR RUI PALMEIRA,AL,Senador Rui Palmeira,2708956,Arapiraca,Santana do Ipanema,Sertão Alagoano
TANQUE DARCA,AL,Tanque d'Arca,2709004,Arapiraca,Arapiraca,Agreste Alagoano
TAQUARANA,AL,Taquarana,2709103,Arapiraca,Arapiraca,Agreste Alagoano
TEOTONIO VILELA,AL,Teotônio Vilela,2709152,Arapiraca,Arapiraca,Leste Alagoano
TRAIPU,AL,Traipu,2709202,Arapiraca,Arapiraca,Agreste Alagoano
UNIAO DOS PALMARES,AL,União dos Palmares,2709301,Maceió,União dos Palmares,Leste Alagoano
VICOSA,AL,Viçosa,2709400,Maceió,Atalaia,Leste Alagoano
AMPARO DO SAO FRANCISCO,SE,Amparo do São Francisco,2800100,Aracaju,Propriá,Leste Sergipano
AQUIDABA,SE,Aquidabã,2800209,Aracaju,Propriá,Agreste Sergipano
ARACAJU,SE,Aracaju,2800308,Aracaju,Aracaju,Leste Sergipano
ARAUA,SE,Arauá,2800407,Aracaju,Estância,Leste Sergipano
AREIA BRANCA,SE,Areia Branca,2800506,Itabaiana,Itabaiana,Agreste Sergipano
BARRA DOS COQUEIROS,SE,Barra dos Coqueiros,2800605,Aracaju,Aracaju,Leste Sergipano
BOQUIM,SE,Boquim,2800670,Aracaju,Estância,Leste Sergipano
BREJO GRANDE,SE,Brejo Grande,2800704,Aracaju,Propriá,Leste Sergipano
CAMPO DO BRITO,SE,Campo do Brito,2801009,Itabaiana,Itabaiana,Agreste Sergipano
CANHOBA,SE,Canhoba,2801108,Aracaju,Propriá,Leste Sergipano
CANINDE DE SAO FRANCISCO,SE,Canindé de São Francisco,2801207,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
CAPELA,SE,Capela,2801306,Aracaju,Aracaju,Leste Sergipano
CARIRA,SE,Carira,2801405,Itabaiana,Itabaiana,Sertão Sergipano
CARMOPOLIS,SE,Carmópolis,2801504,Aracaju,Aracaju,Leste Sergipano
CEDRO DE SAO JOAO,SE,Cedro de São João,2801603,Aracaju,Propriá,Leste Sergipano
CRISTINAPOLIS,SE,Cristinápolis,2801702,Aracaju,Estância,Leste Sergipano
CUMBE,SE,Cumbe,2801900,Aracaju,Aracaju,Agreste Sergipano
DIVINA PASTORA,SE,Divina Pastora,2802007,Aracaju,Aracaju,Leste Sergipano
ESTANCIA,SE,Estância,2802106,Aracaju,Estância,Leste Sergipano
FEIRA NOVA,SE,Feira Nova,2802205,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
FREI PAULO,SE,Frei Paulo,2802304,Itabaiana,Itabaiana,Sertão Sergipano
GARARU,SE,Gararu,2802403,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
GENERAL MAYNARD,SE,General Maynard,2802502,Aracaju,Aracaju,Leste Sergipano
GRACCHO CARDOSO,SE,Graccho Cardoso,2802601,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
ILHA DAS FLORES,SE,Ilha das Flores,2802700,Aracaju,Propriá,Leste Sergipano
INDIAROBA,SE,Indiaroba,2802809,Aracaju,Estância,Leste Sergipano
ITABAIANA,SE,Itabaiana,2802908,Itabaiana,Itabaiana,Agreste Sergipano
ITABAIANINHA,SE,Itabaianinha,2803005,Aracaju,Estância,Leste Sergipano
ITABI,SE,Itabi,2803104,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
ITAPORANGA DAJUDA,SE,Itaporanga d'Ajuda,2803203,Aracaju,Aracaju,Leste Sergipano
JAPARATUBA,SE,Japaratuba,2803302,Aracaju,Aracaju,Leste Sergipano
JAPOATA,SE,Japoatã,2803401,Aracaju,Propriá,Leste Sergipano
LAGARTO,SE,Lagarto,2803500,Itabaiana,Lagarto,Agreste Sergipano
LARANJEIRAS,SE,Laranjeiras,2803609,Aracaju,Aracaju,Leste Sergipano
MACAMBIRA,SE,Macambira,2803708,Itabaiana,Itabaiana,Agreste Sergipano
MALHADA DOS BOIS,SE,Malhada dos Bois,2803807,Aracaju,Propriá,Agreste Sergipano
MALHADOR,SE,Malhador,2803906,Itabaiana,Itabaiana,Agreste Sergipano
MARUIM,SE,Maruim,2804003,Aracaju,Aracaju,Leste Sergipano
MOITA BONITA,SE,Moita Bonita,2804102,Itabaiana,Itabaiana,Agreste Sergipano
MONTE ALEGRE DE SERGIPE,SE,Monte Alegre de Sergipe,2804201,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
MURIBECA,SE,Muribeca,2804300,Aracaju,Propriá,Agreste Sergipano
NEOPOLIS,SE,Neópolis,2804409,Aracaju,Propriá,Leste Sergipano
NOSSA SENHORA APARECIDA,SE,Nossa Senhora Aparecida,2804458,Itabaiana,Itabaiana,Sertão Sergipano
NOSSA SENHORA DA GLORIA,SE,Nossa Senhora da Glória,2804508,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
NOSSA SENHORA DAS DORES,SE,Nossa Senhora das Dores,2804607,Aracaju,Aracaju,Agreste Sergipano
NOSSA SENHORA DE LOURDES,SE,Nossa Senhora de Lourdes,2804706,Aracaju,Propriá,Leste Sergipano
NOSSA SENHORA DO SOCORRO,SE,Nossa Senhora do Socorro,2804805,Aracaju,Aracaju,Leste Sergipano
PACATUBA,SE,Pacatuba,2804904,Aracaju,Propriá,Leste Sergipano
PEDRA MOLE,SE,Pedra Mole,2805000,Itabaiana,Itabaiana,Sertão Sergipano
PEDRINHAS,SE,Pedrinhas,2805109,Aracaju,Estância,Leste Sergipano
PINHAO,SE,Pinhão,2805208,Itabaiana,Itabaiana,Sertão Sergipano
PIRAMBU,SE,Pirambu,2805307,Aracaju,Aracaju,Leste Sergipano
POCO REDONDO,SE,Poço Redondo,2805406,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
POCO VERDE,SE,Poço Verde,2805505,Itabaiana,Lagarto,Agreste Sergipano
PORTO DA FOLHA,SE,Porto da Folha,2805604,Itabaiana,Nossa Senhora da Glória,Sertão Sergipano
PROPRIA,SE,Propriá,2805703,Aracaju,Propriá,Leste Sergipano
RIACHAO DO DANTAS,SE,Riachão do Dantas,2805802,Itabaiana,Lagarto,Agreste Sergipano
RIACHUELO,SE,Riachuelo,2805901,Aracaju,Aracaju,Leste Sergipano
RIBEIROPOLIS,SE,Ribeirópolis,2806008,Itabaiana,Itabaiana,Sertão Sergipano
ROSARIO DO CATETE,SE,Rosário do Catete,2806107,Aracaju,Aracaju,Leste Sergipano
SALGADO,SE,Salgado,2806206,Itabaiana,Lagarto,Leste Sergipano
SANTA LUZIA DO ITANHY,SE,Santa Luzia do Itanhy,2806305,Aracaju,Estância,Leste Sergipano
SANTANA DO SAO FRANCISCO,SE,Santana do São Francisco,2806404,Aracaju,Propriá,Leste Sergipano
SANTA ROSA DE LIMA,SE,Santa Rosa de Lima,2806503,Aracaju,Aracaju,Leste Sergipano
SANTO AMARO DAS BROTAS,SE,Santo Amaro das Brotas,2806602,Aracaju,Aracaju,Leste Sergipano
SAO CRISTOVAO,SE,São Cristóvão,2806701,Aracaju,Aracaju,Leste Sergipano
SAO DOMINGOS,SE,São Domingos,2806800,Itabaiana,Itabaiana,Agreste Sergipano
SAO FRANCISCO,SE,São Francisco,2806909,Aracaju,Propriá,Leste Sergipano
SAO MIGUEL DO ALEIXO,SE,São Miguel do Aleixo,2807006,Itabaiana,Itabaiana,Agreste Sergipano
SIMAO DIAS,SE,Simão Dias,2807105,Itabaiana,Lagarto,Agreste Sergipano
SIRIRI,SE,Siriri,2807204,Aracaju,Aracaju,Leste Sergipano
TELHA,SE,Telha,2807303,Aracaju,Propriá,Leste Sergipano
TOBIAS BARRETO,SE,Tobias Barreto,2807402,Itabaiana,Lagarto,Agreste Sergipano
TOMAR DO GERU,SE,Tomar do Geru,2807501,Aracaju,Estância,Leste Sergipano
UMBAUBA,SE,Umbaúba,2807600,Aracaju,Estância,Leste Sergipano
ABAIRA,BA,Abaíra,2900108,Vitória da Conquista,Brumado,Centro Sul Baiano
ABARE,BA,Abaré,2900207,Paulo Afonso,Paulo Afonso,Vale São-Franciscano da Bahia
ACAJUTIBA,BA,Acajutiba,2900306,Salvador,Alagoinhas,Nordeste Baiano
ADUSTINA,BA,Adustina,2900355,Paulo Afonso,Cícero Dantas,Nordeste Baiano
AGUA FRIA,BA,Água Fria,2900405,Feira de Santana,Feira de Santana,Centro Norte Baiano
ERICO CARDOSO,BA,Érico Cardoso,2900504,Vitória da Conquista,Brumado,Centro Sul Baiano
AIQUARA,BA,Aiquara,2900603,Vitória da Conquista,Jequié,Centro Sul Baiano
ALAGOINHAS,BA,Alagoinhas,2900702,Salvador,Alagoinhas,Nordeste Baiano
ALCOBACA,BA,Alcobaça,2900801,Ilhéus ¿ Itabuna,Teixeira de Freitas,Sul Baiano
ALMADINA,BA,Almadina,2900900,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
AMARGOSA,BA,Amargosa,2901007,Santo Antônio de Jesus,Santo Antônio de Jesus,Centro Sul Baiano
AMELIA RODRIGUES,BA,Amélia Rodrigues,2901106,Feira de Santana,Feira de Santana,Metropolitana de Salvador
AMERICA DOURADA,BA,América Dourada,2901155,Irecê,Irecê,Centro Norte Baiano
ANAGE,BA,Anagé,2901205,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
ANDARAI,BA,Andaraí,2901304,Feira de Santana,Itaberaba,Centro Sul Baiano
ANDORINHA,BA,Andorinha,2901353,Juazeiro,Senhor do Bonfim,Centro Norte Baiano
ANGICAL,BA,Angical,2901403,Barreiras,Barreiras,Extremo Oeste Baiano
ANGUERA,BA,Anguera,2901502,Feira de Santana,Feira de Santana,Centro Norte Baiano
ANTAS,BA,Antas,2901601,Paulo Afonso,Cícero Dantas,Nordeste Baiano
ANTONIO CARDOSO,BA,Antônio Cardoso,2901700,Feira de Santana,Feira de Santana,Centro Norte Baiano
ANTONIO GONCALVES,BA,Antônio Gonçalves,2901809,Juazeiro,Senhor do Bonfim,Centro Norte Baiano
APORA,BA,Aporá,2901908,Salvador,Alagoinhas,Nordeste Baiano
APUAREMA,BA,Apuarema,2901957,Vitória da Conquista,Jequié,Centro Sul Baiano
ARACATU,BA,Aracatu,2902005,Vitória da Conquista,Brumado,Centro Sul Baiano
ARACAS,BA,Araçás,2902054,Salvador,Alagoinhas,Nordeste Baiano
ARACI,BA,Araci,2902104,Feira de Santana,Serrinha,Nordeste Baiano
ARAMARI,BA,Aramari,2902203,Salvador,Alagoinhas,Nordeste Baiano
ARATACA,BA,Arataca,2902252,Ilhéus ¿ Itabuna,Camacan,Sul Baiano
ARATUIPE,BA,Aratuípe,2902302,Santo Antônio de Jesus,Nazaré ¿ Maragogipe,Metropolitana de Salvador
AURELINO LEAL,BA,Aurelino Leal,2902401,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
BAIANOPOLIS,BA,Baianópolis,2902500,Barreiras,Barreiras,Extremo Oeste Baiano
BAIXA GRANDE,BA,Baixa Grande,2902609,Feira de Santana,Feira de Santana,Centro Norte Baiano
BANZAE,BA,Banzaê,2902658,Paulo Afonso,Ribeira do Pombal,Nordeste Baiano
BARRA,BA,Barra,2902708,Irecê,Xique-Xique ¿ Barra,Vale São-Franciscano da Bahia
BARRA DA ESTIVA,BA,Barra da Estiva,2902807,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
BARRA DO CHOCA,BA,Barra do Choça,2902906,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
BARRA DO MENDES,BA,Barra do Mendes,2903003,Irecê,Irecê,Centro Norte Baiano
BARRA DO ROCHA,BA,Barra do Rocha,2903102,Vitória da Conquista,Ipiaú,Sul Baiano
BARREIRAS,BA,Barreiras,2903201,Barreiras,Barreiras,Extremo Oeste Baiano
BARRO ALTO,BA,Barro Alto,2903235,Irecê,Irecê,Centro Norte Baiano
BARROCAS,BA,Barrocas,2903276,Feira de Santana,Serrinha,Nordeste Baiano
BARRO PRETO,BA,Barro Preto,2903300,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
BELMONTE,BA,Belmonte,2903409,Ilhéus ¿ Itabuna,Eunápolis - Porto Seguro,Sul Baiano
BELO CAMPO,BA,Belo Campo,2903508,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
BIRITINGA,BA,Biritinga,2903607,Feira de Santana,Serrinha,Nordeste Baiano
BOA NOVA,BA,Boa Nova,2903706,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
BOA VISTA DO TUPIM,BA,Boa Vista do Tupim,2903805,Feira de Santana,Itaberaba,Centro Norte Baiano
BOM JESUS DA LAPA,BA,Bom Jesus da Lapa,2903904,Guanambi,Bom Jesus da Lapa,Vale São-Franciscano da Bahia
BOM JESUS DA SERRA,BA,Bom Jesus da Serra,2903953,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
BONINAL,BA,Boninal,2904001,Feira de Santana,Seabra,Centro Sul Baiano
BONITO,BA,Bonito,2904050,Irecê,Irecê,Centro Sul Baiano
BOQUIRA,BA,Boquira,2904100,Guanambi,Bom Jesus da Lapa,Centro Sul Baiano
BOTUPORA,BA,Botuporã,2904209,Guanambi,Guanambi,Centro Sul Baiano
BREJOES,BA,Brejões,2904308,Santo Antônio de Jesus,Santo Antônio de Jesus,Centro Sul Baiano
BREJOLANDIA,BA,Brejolândia,2904407,Barreiras,Barreiras,Extremo Oeste Baiano
BROTAS DE MACAUBAS,BA,Brotas de Macaúbas,2904506,Irecê,Xique-Xique ¿ Barra,Centro Sul Baiano
BRUMADO,BA,Brumado,2904605,Vitória da Conquista,Brumado,Centro Sul Baiano
BUERAREMA,BA,Buerarema,2904704,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
BURITIRAMA,BA,Buritirama,2904753,Irecê,Xique-Xique ¿ Barra,Vale São-Franciscano da Bahia
CAATIBA,BA,Caatiba,2904803,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CABACEIRAS DO PARAGUACU,BA,Cabaceiras do Paraguaçu,2904852,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
CACHOEIRA,BA,Cachoeira,2904902,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
CACULE,BA,Caculé,2905008,Guanambi,Guanambi,Centro Sul Baiano
CAEM,BA,Caém,2905107,Feira de Santana,Jacobina,Centro Norte Baiano
CAETANOS,BA,Caetanos,2905156,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CAETITE,BA,Caetité,2905206,Guanambi,Guanambi,Centro Sul Baiano
CAFARNAUM,BA,Cafarnaum,2905305,Irecê,Irecê,Centro Norte Baiano
CAIRU,BA,Cairu,2905404,Santo Antônio de Jesus,Valença,Sul Baiano
CALDEIRAO GRANDE,BA,Caldeirão Grande,2905503,Feira de Santana,Jacobina,Centro Norte Baiano
CAMACAN,BA,Camacan,2905602,Ilhéus ¿ Itabuna,Camacan,Sul Baiano
CAMACARI,BA,Camaçari,2905701,Salvador,Salvador,Metropolitana de Salvador
CAMAMU,BA,Camamu,2905800,Santo Antônio de Jesus,Valença,Sul Baiano
CAMPO ALEGRE DE LOURDES,BA,Campo Alegre de Lourdes,2905909,Juazeiro,Juazeiro,Vale São-Franciscano da Bahia
CAMPO FORMOSO,BA,Campo Formoso,2906006,Juazeiro,Senhor do Bonfim,Centro Norte Baiano
CANAPOLIS,BA,Canápolis,2906105,Barreiras,Santa Maria da Vitoria,Extremo Oeste Baiano
CANARANA,BA,Canarana,2906204,Irecê,Irecê,Centro Norte Baiano
CANAVIEIRAS,BA,Canavieiras,2906303,Ilhéus ¿ Itabuna,Camacan,Sul Baiano
CANDEAL,BA,Candeal,2906402,Feira de Santana,Feira de Santana,Nordeste Baiano
CANDEIAS,BA,Candeias,2906501,Salvador,Salvador,Metropolitana de Salvador
CANDIBA,BA,Candiba,2906600,Guanambi,Guanambi,Centro Sul Baiano
CANDIDO SALES,BA,Cândido Sales,2906709,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CANSANCAO,BA,Cansanção,2906808,Paulo Afonso,Euclides da Cunha,Nordeste Baiano
CANUDOS,BA,Canudos,2906824,Paulo Afonso,Euclides da Cunha,Nordeste Baiano
CAPELA DO ALTO ALEGRE,BA,Capela do Alto Alegre,2906857,Feira de Santana,Feira de Santana,Nordeste Baiano
CAPIM GROSSO,BA,Capim Grosso,2906873,Feira de Santana,Jacobina,Centro Norte Baiano
CARAIBAS,BA,Caraíbas,2906899,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CARAVELAS,BA,Caravelas,2906907,Ilhéus ¿ Itabuna,Teixeira de Freitas,Sul Baiano
CARDEAL DA SILVA,BA,Cardeal da Silva,2907004,Salvador,Alagoinhas,Nordeste Baiano
CARINHANHA,BA,Carinhanha,2907103,Guanambi,Guanambi,Vale São-Franciscano da Bahia
CASA NOVA,BA,Casa Nova,2907202,Juazeiro,Juazeiro,Vale São-Franciscano da Bahia
CASTRO ALVES,BA,Castro Alves,2907301,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
CATOLANDIA,BA,Catolândia,2907400,Barreiras,Barreiras,Extremo Oeste Baiano
CATU,BA,Catu,2907509,Salvador,Salvador,Metropolitana de Salvador
CATURAMA,BA,Caturama,2907558,Vitória da Conquista,Brumado,Centro Sul Baiano
CENTRAL,BA,Central,2907608,Irecê,Irecê,Centro Norte Baiano
CHORROCHO,BA,Chorrochó,2907707,Paulo Afonso,Paulo Afonso,Vale São-Franciscano da Bahia
CICERO DANTAS,BA,Cícero Dantas,2907806,Paulo Afonso,Cícero Dantas,Nordeste Baiano
CIPO,BA,Cipó,2907905,Paulo Afonso,Ribeira do Pombal,Nordeste Baiano
COARACI,BA,Coaraci,2908002,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
COCOS,BA,Cocos,2908101,Barreiras,Santa Maria da Vitoria,Extremo Oeste Baiano
CONCEICAO DA FEIRA,BA,Conceição da Feira,2908200,Feira de Santana,Feira de Santana,Centro Norte Baiano
CONCEICAO DO ALMEIDA,BA,Conceição do Almeida,2908309,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
CONCEICAO DO COITE,BA,Conceição do Coité,2908408,Feira de Santana,Conceição do Coité,Nordeste Baiano
CONCEICAO DO JACUIPE,BA,Conceição do Jacuípe,2908507,Feira de Santana,Feira de Santana,Centro Norte Baiano
CONDE,BA,Conde,2908606,Salvador,Alagoinhas,Nordeste Baiano
CONDEUBA,BA,Condeúba,2908705,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CONTENDAS DO SINCORA,BA,Contendas do Sincorá,2908804,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CORACAO DE MARIA,BA,Coração de Maria,2908903,Feira de Santana,Feira de Santana,Centro Norte Baiano
CORDEIROS,BA,Cordeiros,2909000,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
CORIBE,BA,Coribe,2909109,Barreiras,Santa Maria da Vitoria,Extremo Oeste Baiano
CORONEL JOAO SA,BA,Coronel João Sá,2909208,Paulo Afonso,Jeremoabo,Nordeste Baiano
CORRENTINA,BA,Correntina,2909307,Barreiras,Santa Maria da Vitoria,Extremo Oeste Baiano
COTEGIPE,BA,Cotegipe,2909406,Barreiras,Barreiras,Extremo Oeste Baiano
CRAVOLANDIA,BA,Cravolândia,2909505,Vitória da Conquista,Jequié,Centro Sul Baiano
CRISOPOLIS,BA,Crisópolis,2909604,Salvador,Alagoinhas,Nordeste Baiano
CRISTOPOLIS,BA,Cristópolis,2909703,Barreiras,Barreiras,Extremo Oeste Baiano
CRUZ DAS ALMAS,BA,Cruz das Almas,2909802,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
CURACA,BA,Curaçá,2909901,Juazeiro,Juazeiro,Vale São-Franciscano da Bahia
DARIO MEIRA,BA,Dário Meira,2910008,Vitória da Conquista,Ipiaú,Centro Sul Baiano
DIAS DAVILA,BA,Dias d'Ávila,2910057,Salvador,Salvador,Metropolitana de Salvador
DOM BASILIO,BA,Dom Basílio,2910107,Vitória da Conquista,Brumado,Centro Sul Baiano
DOM MACEDO COSTA,BA,Dom Macedo Costa,2910206,Santo Antônio de Jesus,Santo Antônio de Jesus,Metropolitana de Salvador
ELISIO MEDRADO,BA,Elísio Medrado,2910305,Santo Antônio de Jesus,Santo Antônio de Jesus,Centro Norte Baiano
ENCRUZILHADA,BA,Encruzilhada,2910404,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
ENTRE RIOS,BA,Entre Rios,2910503,Salvador,Alagoinhas,Nordeste Baiano
ESPLANADA,BA,Esplanada,2910602,Salvador,Alagoinhas,Nordeste Baiano
EUCLIDES DA CUNHA,BA,Euclides da Cunha,2910701,Paulo Afonso,Euclides da Cunha,Nordeste Baiano
EUNAPOLIS,BA,Eunápolis,2910727,Ilhéus ¿ Itabuna,Eunápolis - Porto Seguro,Sul Baiano
FATIMA,BA,Fátima,2910750,Paulo Afonso,Cícero Dantas,Nordeste Baiano
FEIRA DA MATA,BA,Feira da Mata,2910776,Guanambi,Guanambi,Vale São-Franciscano da Bahia
FEIRA DE SANTANA,BA,Feira de Santana,2910800,Feira de Santana,Feira de Santana,Centro Norte Baiano
FILADELFIA,BA,Filadélfia,2910859,Juazeiro,Senhor do Bonfim,Centro Norte Baiano
FIRMINO ALVES,BA,Firmino Alves,2910909,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
FLORESTA AZUL,BA,Floresta Azul,2911006,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
FORMOSA DO RIO PRETO,BA,Formosa do Rio Preto,2911105,Barreiras,Barreiras,Extremo Oeste Baiano
GANDU,BA,Gandu,2911204,Vitória da Conquista,Ipiaú,Sul Baiano
GAVIAO,BA,Gavião,2911253,Feira de Santana,Feira de Santana,Nordeste Baiano
GENTIO DO OURO,BA,Gentio do Ouro,2911303,Irecê,Xique-Xique ¿ Barra,Centro Norte Baiano
GLORIA,BA,Glória,2911402,Paulo Afonso,Paulo Afonso,Vale São-Franciscano da Bahia
GONGOGI,BA,Gongogi,2911501,Vitória da Conquista,Ipiaú,Sul Baiano
GOVERNADOR MANGABEIRA,BA,Governador Mangabeira,2911600,Santo Antônio de Jesus,Cruz das Almas,Metropolitana de Salvador
GUAJERU,BA,Guajeru,2911659,Guanambi,Guanambi,Centro Sul Baiano
GUANAMBI,BA,Guanambi,2911709,Guanambi,Guanambi,Centro Sul Baiano
GUARATINGA,BA,Guaratinga,2911808,Ilhéus ¿ Itabuna,Eunápolis - Porto Seguro,Sul Baiano
HELIOPOLIS,BA,Heliópolis,2911857,Paulo Afonso,Cícero Dantas,Nordeste Baiano
IACU,BA,Iaçu,2911907,Feira de Santana,Itaberaba,Centro Norte Baiano
IBIASSUCE,BA,Ibiassucê,2912004,Guanambi,Guanambi,Centro Sul Baiano
IBICARAI,BA,Ibicaraí,2912103,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Sul Baiano
IBICOARA,BA,Ibicoara,2912202,Vitória da Conquista,Vitória da Conquista,Centro Sul Baiano
IBICUI,BA,Ibicuí,2912301,Ilhéus ¿ Itabuna,Ilhéus ¿ Itabuna,Centro Sul Baiano
IBIPEBA,BA,Ibipeba,2912400,Irecê,Irecê,Centro Norte Baiano
IBIPITANGA,BA,Ibipitanga,2912509,Guanambi,Bom Jesus da Lapa,Centro Sul Baiano
